geometry,address,lon,lat,found_address
POINT (-8.458449984182806 51.86729999811729),"1 The Village, Cork",-8.458449984182806,51.86729999811729,"The Village, Lehenagh, Cork, County Cork, Munster, T12 HN2E, Éire / Ireland"
POINT (-8.417646272037427 51.8724980551392),"61 Elden, Douglas, Cork",-8.417646272037427,51.8724980551392,"Elden, Maryborough, Douglas, Cork, County Cork, Munster, T12 D5RC, Éire / Ireland"
POINT (-8.471509995158527 51.905390006446),"20 Goldsmiths Avenue, Cork",-8.471509995158527,51.905390006446,"17, Goldsmith's Avenue, Blackpool ED B, Cork, County Cork, Munster, T23 YE35, Éire / Ireland"
POINT (-8.417839998573925 51.896180013146335),"13 Post Office Avenue, Blackrock, Cork",-8.417839998573925,51.896180013146335,"Post Office Avenue, Blackrock, Mahon A, Cork, County Cork, Munster, T12 Y0EH, Éire / Ireland"
POINT (-8.505589975279577 51.87980998860664),"32 Wilton Court, Cork",-8.505589975279577,51.87980998860664,"Wilton Court, Wilton, Bishopstown ED E, Cork, County Cork, Munster, T12 YK23, Éire / Ireland"
POINT (-8.489609960694622 51.91118999007679),"164 Mount Agnes Road, Cork",-8.489609960694622,51.91118999007679,"Lidl trolley park, Mount Agnes Road, Knocknaheeny, Cork, County Cork, Munster, T23 W08N, Éire / Ireland"
POINT (-8.493349965891497 51.90404999158534),"35 Chapel Field, Gurranebraher, Cork",-8.493349965891497,51.90404999158534,"Chapel Field, Churchfield ED, Cork, County Cork, Munster, T23 HK31, Éire / Ireland"
POINT (-8.446399992539739 51.913380013738475),"22 Oakpark, Ballyvolane, Cork",-8.446399992539739,51.913380013738475,"22, Oakpark, Mayfield, Cork, County Cork, Munster, T23 K5P2, Éire / Ireland"
POINT (-8.48132000699701 51.90153998876994),"5 North Abbey Square, Cork",-8.48132000699701,51.90153998876994,"Sunday's Well B, Cork, County Cork, Munster, T23 RHW2, Éire / Ireland"
POINT (-8.457980010871779 51.87041999393628),"98 East Avenue, Cork",-8.457980010871779,51.87041999393628,"Frankfield, Lehenagh, Cork, County Cork, Munster, T12 HN2E, Éire / Ireland"
POINT (-8.460310012316484 51.90621998249844),"6 Mount Vernon Terrace, Cork",-8.460310012316484,51.90621998249844,"Mount Vernon Terrace, St. Patrick's C, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.477489980160016 51.91358000594823),"25 Seminary Walk, Farranree, Cork",-8.477489980160016,51.91358000594823,"Redemption Road, Farranferris A, Cork, County Cork, Munster, T23 PXD0, Éire / Ireland"
POINT (-8.494481633962415 51.88978533524552),"Magazine Road, Cork",-8.494481633962415,51.88978533524552,"Fernhurst View, 4, Magazine Road, Glasheen B, Cork, County Cork, Munster, T12 E62K, Éire / Ireland"
POINT (-8.51046002866255 51.90101000103215),"35 Hollywood Estate, Cork",-8.51046002866255,51.90101000103215,"Blarney Street, Hollyhill, Shanakiel, Cork, County Cork, Munster, T23 R68N, Éire / Ireland"
POINT (-8.506190035727883 51.89241000073608),"Saint Josephs, Victoria Villas, Cork",-8.506190035727883,51.89241000073608,"Victoria Cross Cycles, Victoria Cross Road, Bishopstown ED A, Cork, County Cork, Munster, T12 R2NC, Éire / Ireland"
POINT (-8.472213170267828 51.86740149882767),"Curraghconway Court, Ballycurreen, Cork",-8.472213170267828,51.86740149882767,"Frankfield, Lehenagh, Cork, County Cork, Munster, T12 D899, Éire / Ireland"
POINT (-8.433409970455529 51.912940005731286),"11 Springfield Estate, Mayfield, Cork",-8.433409970455529,51.912940005731286,"Mayfield, Montenotte B, Cork, County Cork, Munster, T23 AE78, Éire / Ireland"
POINT (-8.404329963216725 51.92377998583194),"2 The Pines, Castlejane Wood, Cork",-8.404329963216725,51.92377998583194,"Rathcooney, Cork, County Cork, Munster, T45 X924, Éire / Ireland"
POINT (-8.627039980435285 51.88564999582508),"9 Berryfield, Ballincollig, Cork",-8.627039980435285,51.88564999582508,"Berryfield, Classes Lake, Ballincollig ED, Cork, County Cork, Munster, P31 AP58, Éire / Ireland"
POINT (-8.468359992126182 51.89428000333453),"Rutland Place, APARTMENT 1 South Terrace, Cork",-8.468359992126182,51.89428000333453,"Cork College of FET - Douglas Street Campus, Sawmill Street, South Parish, South Gate A, Cork, County Cork, Munster, T12 KD37, Éire / Ireland"
POINT (-8.502690004418923 51.902040011203866),"41 Monastery Terrace, Cork",-8.502690004418923,51.902040011203866,"Monastery Terrace, Knocknaheeny, Cork, County Cork, Munster, T23 N250, Éire / Ireland"
POINT (-8.475180011463891 51.9042499837951),"16 Church Avenue, Cork",-8.475180011463891,51.9042499837951,"Church Avenue, Shandon A, Cork, County Cork, Munster, T23 CYR3, Éire / Ireland"
POINT (-8.422730000886474 51.90685998271539),"83 Ashmount Mews, Cork",-8.422730000886474,51.90685998271539,"Ashmount, Tivoli B, Cork, County Cork, Munster, T23 E244, Éire / Ireland"
POINT (-8.38688998873667 51.93583999384933),"24 Oakfield View, Riverstown, Cork",-8.38688998873667,51.93583999384933,"Oakfield View, Riverstown, Cork, County Cork, Munster, T45 DH05, Éire / Ireland"
POINT (-8.463216528650939 51.90515607094947),"6 Ferncliffe Villas, Cork",-8.463216528650939,51.90515607094947,"Sidneyville, Bellevue Park, St. Patrick's B, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.486059973242732 51.880379999932074),"13 Charles Daly Road, Cork",-8.486059973242732,51.880379999932074,"Charles Daly Road, Togher B, Cork, County Cork, Munster, T12 KA40, Éire / Ireland"
POINT (-8.615796703127275 51.88561685943076),"The Old Quarry, Ballincollig, Cork",-8.615796703127275,51.88561685943076,"West Village, Ballincollig ED, Cork, County Cork, Munster, P31 YK68, Éire / Ireland"
POINT (-8.460470022848085 51.889639991284184),"Franconia, 10 Roseville, Cork",-8.460470022848085,51.889639991284184,"Saint Finbarr's Hospital, Douglas Road, Tramore A, Cork, County Cork, Munster, T12 XH60, Éire / Ireland"
POINT (-8.4719499612562 51.90028999554937),"Quay House, APARTMENT 1 Lavitt's Quay, Cork",-8.4719499612562,51.90028999554937,"230101, Lavitt's Quay, The Marsh, Centre B ED, Cork, County Cork, Munster, T12 HT78, Éire / Ireland"
POINT (-8.484960016089019 51.8865000046261),"Locmor, 1 Fairy Lawn, Cork",-8.484960016089019,51.8865000046261,"Fairy Lawn, The Lough, Cork, County Cork, Munster, T12 XF67, Éire / Ireland"
POINT (-8.440090012010216 51.88829000195875),"The Well, Ballinlough Road, Cork",-8.440090012010216,51.88829000195875,"""Rathlus"", Ballinlough Road, Ballinlough ED C, Cork, County Cork, Munster, T12 X789, Éire / Ireland"
POINT (-8.371579999999938 51.87779000000006),"Rochestown, Cork",-8.371579999999938,51.87779000000006,"Rochestown Road, Garryduff, Douglas, Cork, County Cork, Munster, T12 WV08, Éire / Ireland"
POINT (-8.523240000253196 51.87678998889251),"Innisfree, Bishopstown Road, Cork",-8.523240000253196,51.87678998889251,"Bishopstown Road, Bishopstown ED D, Cork, County Cork, Munster, T12 P977, Éire / Ireland"
POINT (-8.435929999999928 51.87721000000005),"Douglas, Cork",-8.435929999999928,51.87721000000005,"Eco, East Douglas Street, Douglas, Cork, County Cork, Munster, T12 YV08, Éire / Ireland"
POINT (-8.489399994020062 51.88653998630426),"Ardara, Hartland's Avenue, Cork",-8.489399994020062,51.88653998630426,"The Hawthorn Bar, Hartland's Avenue, Glasheen C, Cork, County Cork, Munster, T12 HT97, Éire / Ireland"
POINT (-8.433063165659712 51.87578192366212),"6 The Gardens, Douglas, Cork",-8.433063165659712,51.87578192366212,"The Gardens, Douglas, Cork, County Cork, Munster, T12 HN63, Éire / Ireland"
POINT (-8.457309961531934 51.902480019211055),"Arcadia Hall, APARTMENT 1 Lower Glanmire Road, Cork",-8.457309961531934,51.902480019211055,"Arcadia Student Accommodation, Lower Glanmire Road, Victorian Quarter, St. Patrick's A, Cork, County Cork, Munster, T23 TK20, Éire / Ireland"
POINT (-8.424520040128613 51.95313001608156),"113 Ros Árd, Ballinvuskig, Cork",-8.424520040128613,51.95313001608156,"113, Ros Árd, Rathcooney, Cork, County Cork, Munster, T23 AE00, Éire / Ireland"
POINT (-8.388429995807087 51.931320010652456),"43 Old Avenue, Riverstown, Cork",-8.388429995807087,51.931320010652456,"Old Avenue, Riverstown, Cork, County Cork, Munster, T45 DH05, Éire / Ireland"
POINT (-8.511915513461355 51.92821837205904),"The Crescent, Rathpeacon (Killeens), Cork",-8.511915513461355,51.92821837205904,"Rathpeacon, Whitechurch, Cork, County Cork, Munster, T23 YF83, Éire / Ireland"
POINT (-8.615970000911489 51.92577001728387),"6 Laureston Lawn, Tower, Cork",-8.615970000911489,51.92577001728387,"Laureston Lawn, Tower, Cloghroe, Cork, County Cork, Munster, T23 YX51, Éire / Ireland"
POINT (-8.485490003826783 51.90165000124912),"336 Blarney Street, Cork",-8.485490003826783,51.90165000124912,"Joshua Tree, Blarney Street, North Parish, Shandon, Sunday's Well B, Cork, County Cork, Munster, T23 NH28, Éire / Ireland"
POINT (-8.4298915252317 51.87168844455461),"11 Greenlodge, Douglas, Cork",-8.4298915252317,51.87168844455461,"Greenlodge, Douglas, Cork, County Cork, Munster, T12 D5RC, Éire / Ireland"
POINT (-8.458080006976644 51.906909980767836),"5 Windsor Cottages, Cork",-8.458080006976644,51.906909980767836,"5, Windsor Cottages, St. Patrick's C, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.483450016231956 51.89588999929646),"Lancaster Gate, 1 Western Road, Cork",-8.483450016231956,51.89588999929646,"Lancaster Gate, Lancaster Quay, Gillabbey A, Cork, County Cork, Munster, T12 CX7A, Éire / Ireland"
POINT (-8.47288001723257 51.89882001927998),"Opera Lane Apartments, 1 Academy Street, Cork",-8.47288001723257,51.89882001927998,"Tudor Leisure Centre, Academy Street, The Marsh, Centre B ED, Cork, County Cork, Munster, T12 CH98, Éire / Ireland"
POINT (-8.473136491197494 51.89895799094345),"Academy Street, Cork",-8.473136491197494,51.89895799094345,"Loving Salads, 15-16, Academy Street, The Marsh, Centre B ED, Cork, County Cork, Munster, T12 CH98, Éire / Ireland"
POINT (-8.607209990083817 51.88376000238759),"84 Caislean Grove, Ballincollig, Cork",-8.607209990083817,51.88376000238759,"West Village, Ballincollig ED, Cork, County Cork, Munster, P31 VW82, Éire / Ireland"
POINT (-8.472329996746197 51.90115999518949),"Camden Wharf, APARTMENT 1 Camden Quay, Cork",-8.472329996746197,51.90115999518949,"Gala, Camden Quay, Shandon A, Cork, County Cork, Munster, T23 X72D, Éire / Ireland"
POINT (-8.458600020249662 51.8835600101778),"4 Palaceanne Lawn, Cork",-8.458600020249662,51.8835600101778,"Palacanne Villas, Tramore C, Cork, County Cork, Munster, T12 X370, Éire / Ireland"
POINT (-8.47670526776178 51.85618113040433),"Belvedere, Cork",-8.47670526776178,51.85618113040433,"Kinsale Road, Lehenaghmore, Lehenagh, Cork, County Cork, Munster, T12 ANP0, Éire / Ireland"
POINT (-8.516849972548357 51.88034001825392),"1 Merlyn Lawn, Cork",-8.516849972548357,51.88034001825392,"Merlyn Lawn, Bishopstown ED C, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.417949969143592 51.908089985096865),"59 Ashmount Court, Cork",-8.417949969143592,51.908089985096865,"Rathcooney, Cork, County Cork, Munster, T23 E244, Éire / Ireland"
POINT (-8.463950021408465 51.89249000600191),"26 Fitzgerald Place, Cork",-8.463950021408465,51.89249000600191,"Fitzgerald Place, City Hall A ED, Cork, County Cork, Munster, T12 X23H, Éire / Ireland"
POINT (-8.527994970105581 51.85989999298933),"Castlewhite, Cork",-8.527994970105581,51.85989999298933,"Viaduct Inn Parking, Bandon Road, Inishkenny, Municipal District of Carrigaline, County Cork, Munster, T12 EA21, Éire / Ireland"
POINT (-8.483069980741988 51.890550014511945),"51 Gould Street, Cork",-8.483069980741988,51.890550014511945,"6, Gould Street, The Lough, Cork, County Cork, Munster, T12 KPN3, Éire / Ireland"
POINT (-8.611360037984042 51.88257999805853),"59 Willow Grove, Ballincollig, Cork",-8.611360037984042,51.88257999805853,"59, Willow Grove, West Village, Ballincollig ED, Cork, County Cork, Munster, P31 VW82, Éire / Ireland"
POINT (-8.537789978337372 51.88975000376337),"Edenhall, APARTMENT G1 Model Farm Road, Cork",-8.537789978337372,51.88975000376337,"14, Model Farm Road, Bishopstown ED B, Cork, County Cork, Munster, T12 A9XE, Éire / Ireland"
POINT (-8.45088003596797 51.86411998787156),"16 Ard Field Avenue, Douglas, Cork",-8.45088003596797,51.86411998787156,"Ardfield Avenue, Ardfield, Lehenagh, Cork, County Cork, Munster, T12 HN2E, Éire / Ireland"
POINT (-8.493070010325425 51.918259999676735),"Fairview, 66 Fair Hill Drive, Cork",-8.493070010325425,51.918259999676735,"Na Piarsaigh GAA, L2789, St. Mary's, Cork, County Cork, Munster, T23 YF83, Éire / Ireland"
POINT (-8.406319994668621 51.866460005690556),"41 Kilbrody, Cork",-8.406319994668621,51.866460005690556,"Garryduff, Douglas, Cork, County Cork, Munster, T12 ND82, Éire / Ireland"
POINT (-8.495939973972696 51.88655000267855),"1 Tara Court, Cork",-8.495939973972696,51.88655000267855,"Tara Lawn, Glasheen C, Cork, County Cork, Munster, T12 E62K, Éire / Ireland"
POINT (-8.515925290432138 51.896574064908144),"River Towers, Cork",-8.515925290432138,51.896574064908144,"Hollyhill, Shanakiel, Cork, County Cork, Munster, T23 R68N, Éire / Ireland"
POINT (-8.51342001394994 51.88054998492848),"Saint Josephs, Bishopstown Road, Cork",-8.51342001394994,51.88054998492848,"Bishopstown Road, Bishopstown ED C, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.473730026033593 51.90355001106093),"The Mill, APARTMENT 1 Lower John Street, Cork",-8.473730026033593,51.90355001106093,"1-9 The Mill, John Street, Shandon A, Cork, County Cork, Munster, T23 V2NN, Éire / Ireland"
POINT (-8.38350001181638 51.925150007905984),"4 Glyntown Road, Riverstown, Cork",-8.38350001181638,51.925150007905984,"Glyntown Road (Ard Carraig), Glyntown Road, Caherlag ED, Cork, County Cork, Munster, T45 Y921, Éire / Ireland"
POINT (-8.516600024195668 51.88005000440407),"Curraheen, Bishopstown Road, Cork",-8.516600024195668,51.88005000440407,"Spice of India, Bishopstown Road, Bishopstown ED C, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.460540011739596 51.90703998408608),"170a Old Youghal Road, Cork",-8.460540011739596,51.90703998408608,"169-170-170A, Old Youghal Road, St. Patrick's C, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.409460023236221 51.89510000492217),"11 Meadow Grove Estate, Blackrock, Cork",-8.409460023236221,51.89510000492217,"Meadowgrove Estate, Blackrock, Mahon A, Cork, County Cork, Munster, T12 R5Y8, Éire / Ireland"
POINT (-8.40982002597758 51.88691997988471),"2 Frederick Avenue, Blackrock, Cork",-8.40982002597758,51.88691997988471,"Mahon Industrial Estate, Mahon, Mahon B, Cork, County Cork, Munster, T12 XK5R, Éire / Ireland"
POINT (-8.398609984851731 51.872519995957845),"3 Lower Kensington, Cork",-8.398609984851731,51.872519995957845,"Kensington, Rochestown, Douglas, Cork, County Cork, Munster, T12 ND82, Éire / Ireland"
POINT (-8.582640033486598 51.89255999489342),"149 Leeview, Ballincollig, Cork",-8.582640033486598,51.89255999489342,"Ballincollig ED, Cork, County Cork, Munster, P31 T660, Éire / Ireland"
POINT (-8.420060454859552 51.89361379911089),"25 Church Road, Blackrock, Cork",-8.420060454859552,51.89361379911089,"Blackrock Hurling Club, Church Road, Mahon A, Cork, County Cork, Munster, T12 Y0EH, Éire / Ireland"
POINT (-8.516896316535714 51.874072919630166),"14 Holly House, Cork",-8.516896316535714,51.874072919630166,"Garrane Dara, Inishkenny, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.593440031909125 51.88563000498601),"58 Church View, Ballincollig, Cork",-8.593440031909125,51.88563000498601,"Church View, Ballincollig ED, Cork, County Cork, Munster, P31 V085, Éire / Ireland"
POINT (-8.408215356371784 51.923569020628356),"17 Castlejane Cottages, Glanmire, Cork",-8.408215356371784,51.923569020628356,"Old Youghal Road, Rathcooney, Cork, County Cork, Munster, T45 HX28, Éire / Ireland"
POINT (-8.482270680668664 51.88790749945526),"Pouladuff Villas, Cork",-8.482270680668664,51.88790749945526,"Parnell Terrace 1-12, Pouladuff Road, The Lough, Cork, County Cork, Munster, T12 XF67, Éire / Ireland"
POINT (-8.609860012591753 51.8909300080924),"27 Innismore Grove, Ballincollig, Cork",-8.609860012591753,51.8909300080924,"West Village, Ballincollig ED, Cork, County Cork, Munster, P31 D256, Éire / Ireland"
POINT (-8.464540023572994 51.90332998610256),"12 Hansborough, Cork",-8.464540023572994,51.90332998610256,"Belgrave Avenue, St. Patrick's B, Cork, County Cork, Munster, T23 XF95, Éire / Ireland"
POINT (-8.482451036999976 51.91408583100008),"Farranree, Cork",-8.482451036999976,51.91408583100008,"Pophams Road, Farranree, Farranferris B, Cork, County Cork, Munster, T23 A9T7, Éire / Ireland"
POINT (-8.61535996599838 51.88346001407294),"69 The Lawn, Ballincollig, Cork",-8.61535996599838,51.88346001407294,"The Lawn, West Village, Ballincollig ED, Cork, County Cork, Munster, P31 VW82, Éire / Ireland"
POINT (-8.48568999603657 51.892959979312934),"1a McCurtains Villas, Cork",-8.48568999603657,51.892959979312934,"McCurtains Villas, Gillabbey B, Cork, County Cork, Munster, T12 KPN3, Éire / Ireland"
POINT (-8.476019961981109 51.894089985589545),"28 Evergreen Buildings, Cork",-8.476019961981109,51.894089985589545,"Evergreen Buildings, South Gate B, Cork, County Cork, Munster, T12 Y720, Éire / Ireland"
POINT (-8.527010012663453 51.87694999942414),"8 The Rise, Cork",-8.527010012663453,51.87694999942414,"The Rise, Bishopstown ED D, Cork, County Cork, Munster, T12 P977, Éire / Ireland"
POINT (-8.441730015185527 51.8602599957307),"8 The Rise, Douglas, Cork",-8.441730015185527,51.8602599957307,"The Rise, Donnybrook, Douglas, Cork, County Cork, Munster, T12 HVX5, Éire / Ireland"
POINT (-8.481269967035047 51.90166999208819),"14 Rock Cottages, Cork",-8.481269967035047,51.90166999208819,"Sunday's Well B, Cork, County Cork, Munster, T23 RHW2, Éire / Ireland"
POINT (-8.407517356504496 51.863220668604995),"29 Fort Hill, Douglas, Cork",-8.407517356504496,51.863220668604995,"Fort Hill, Douglas, Cork, County Cork, Munster, T12 ND82, Éire / Ireland"
POINT (-8.377339983534682 51.929279981148085),"52 Copper Valley Vue, Brooklodge (Glanmire), Cork",-8.377339983534682,51.929279981148085,"Copper Valley Vue, Caherlag ED, Cork, County Cork, Munster, T45 Y921, Éire / Ireland"
POINT (-8.461469983896933 51.89047998371092),"3 Marble Hall Close, Cork",-8.461469983896933,51.89047998371092,"Marble Hall Close, Ballinlough ED A, Cork, County Cork, Munster, T12 H1R9, Éire / Ireland"
POINT (-8.645821289763235 51.87372149846918),"11 Grange Road, Grange, Cork",-8.645821289763235,51.87372149846918,"Manor Avenue, Ballygroman ED, Municipal District of Macroom, County Cork, Munster, P31 D253, Éire / Ireland"
POINT (-9.155845939653728 51.59600429077666),"Ballinlough, Skibbereen, Cork",-9.155845939653728,51.59600429077666,"Knockskagh, West Cork, County Cork, Munster, P81 YN96, Éire / Ireland"
POINT (-8.450560014904738 51.90793999093955),"1a Montenotte Park, Montenotte, Cork",-8.450560014904738,51.90793999093955,"Montenotte Post Office, St. Anne's Drive, Montenotte, Montenotte A, Cork, County Cork, Munster, T23 HN40, Éire / Ireland"
POINT (-8.423340035799583 51.91233001272769),"1 Lotabeg Estate, Mayfield, Cork",-8.423340035799583,51.91233001272769,"Lotabeg Estate, Tivoli B, Cork, County Cork, Munster, T23 PY67, Éire / Ireland"
POINT (-8.493860004699712 51.87138001521649),"39 Palmbury, Cork",-8.493860004699712,51.87138001521649,"Palmbury, Lehenagh, Cork, County Cork, Munster, T12 HX36, Éire / Ireland"
POINT (-8.571940031168964 51.886990010685736),"14 Woodbine Lawn, Ballincollig, Cork",-8.571940031168964,51.886990010685736,"Woodbine Lawn, Inniscarra View, Ballincollig ED, Cork, County Cork, Munster, P31 XH61, Éire / Ireland"
POINT (-8.500039981910987 51.87258001038458),"12 Milford, Cork",-8.500039981910987,51.87258001038458,"Elm Park, Inishkenny, Cork, County Cork, Munster, T12 VY33, Éire / Ireland"
POINT (-8.450660011009631 51.909219991373476),"11 Ashburton Row, Cork",-8.450660011009631,51.909219991373476,"Glen View, Gardiner's Hill, Montenotte, Montenotte A, Cork, County Cork, Munster, T23 HN40, Éire / Ireland"
POINT (-8.50439002202097 51.873179987013884),"47 Westbury Estate, Cork",-8.50439002202097,51.873179987013884,"Westbury Estate, Inishkenny, Cork, County Cork, Munster, T12 VY33, Éire / Ireland"
POINT (-8.57530000087587 51.88384000765339),"28 Highfield Avenue, Ballincollig, Cork",-8.57530000087587,51.88384000765339,"Ballincollig ED, Cork, County Cork, Munster, P31 XH61, Éire / Ireland"
POINT (-8.48463999502576 51.90146999987843),"4 City View Terrace, Cork",-8.48463999502576,51.90146999987843,"Upper Winters Hill, Sunday's Well B, Cork, County Cork, Munster, T23 TY7X, Éire / Ireland"
POINT (-8.45929999298383 51.90647001467016),"8 Marian Ville, Cork",-8.45929999298383,51.90647001467016,"1, Marian Ville, St. Patrick's C, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.458210010294891 51.90508000175706),"Pemberly, Alexandra Road, Cork",-8.458210010294891,51.90508000175706,"Alexandra Road, St. Patrick's C, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.451450005383919 51.90680001019817),"9 Ard Na Laoi, Montenotte, Cork",-8.451450005383919,51.90680001019817,"Montenotte, Montenotte A, Cork, County Cork, Munster, T23 HN40, Éire / Ireland"
POINT (-8.462289985484574 51.90655001993596),"21 Bellvue Terrace, Cork",-8.462289985484574,51.90655001993596,"181-185, Old Youghal Road, St. Patrick's B, Cork, County Cork, Munster, T23 XF95, Éire / Ireland"
POINT (-8.49595003225653 51.87115999025812),"3 Palmbury, Cork",-8.49595003225653,51.87115999025812,"Palmbury, Lehenagh, Cork, County Cork, Munster, T12 HX36, Éire / Ireland"
POINT (-8.457789993126767 51.882260018904816),"15 Heatherton Park, Cork",-8.457789993126767,51.882260018904816,"Heatherton Park, Tramore C, Cork, County Cork, Munster, T12 WV83, Éire / Ireland"
POINT (-8.475400036422258 51.91550000659913),"137 St Michaels Road, Farranree, Cork",-8.475400036422258,51.91550000659913,"Pophams Road, Farranferris A, Cork, County Cork, Munster, T23 AN20, Éire / Ireland"
POINT (-8.470780015210977 51.894180007229636),"4 Red Abbey Court, Cork",-8.470780015210977,51.894180007229636,"Bowling Green, White Street, South Parish, South Gate A, Cork, County Cork, Munster, T12 KD37, Éire / Ireland"
POINT (-8.590660027793419 51.88399504102605),"Distillery Court, Ballincollig, Cork",-8.590660027793419,51.88399504102605,"The Maltings, Ballincollig ED, Cork, County Cork, Munster, P31 V085, Éire / Ireland"
POINT (-8.615796703127275 51.88561685943076),"The Old Quarry, Ballincollig, Cork",-8.615796703127275,51.88561685943076,"West Village, Ballincollig ED, Cork, County Cork, Munster, P31 YK68, Éire / Ireland"
POINT (-8.481060000360515 51.88581998082148),"31 Clareville Estate, Cork",-8.481060000360515,51.88581998082148,"Clareville Estate, Pouladuff A, Cork, County Cork, Munster, T12 XF67, Éire / Ireland"
POINT (-8.372337065633237 51.87774944861152),"Rochestown Road, Rochestown, Cork",-8.372337065633237,51.87774944861152,"Rochestown Wood House, Rochestown Road, Garryduff, Douglas, Cork, County Cork, Munster, T12 WV08, Éire / Ireland"
POINT (-8.457309961531934 51.902480019211055),"Arcadia Hall, APARTMENT 1 Lower Glanmire Road, Cork",-8.457309961531934,51.902480019211055,"Arcadia Student Accommodation, Lower Glanmire Road, Victorian Quarter, St. Patrick's A, Cork, County Cork, Munster, T23 TK20, Éire / Ireland"
POINT (-8.501879977296056 51.89918999648614),"2 Lower View Ville, Cork",-8.501879977296056,51.89918999648614,"Lower View Ville, Hollyhill, Shanakiel, Cork, County Cork, Munster, T23 N250, Éire / Ireland"
POINT (-8.399309999999957 51.92694000000006),"Glanmire, Cork",-8.399309999999957,51.92694000000006,"Barnavarna Road, Rathcooney, Cork, County Cork, Munster, T45 HX28, Éire / Ireland"
POINT (-8.432170035518794 51.913970015902976),"318 Old Youghal Road, Mayfield, Cork",-8.432170035518794,51.913970015902976,"Saint John's Boys National School, Old Youghal Road, Mayfield, Cork, County Cork, Munster, T23 PY67, Éire / Ireland"
POINT (-8.580740023674792 51.893119989844564),"176 The Willows, Ballincollig, Cork",-8.580740023674792,51.893119989844564,"Ballincollig ED, Cork, County Cork, Munster, P31 T660, Éire / Ireland"
POINT (-8.473029969480365 51.86974998650595),"54 Alderbrook, Cork",-8.473029969480365,51.86974998650595,"Alderbrook, Lehenagh, Cork, County Cork, Munster, T12 KA99, Éire / Ireland"
POINT (-8.417479995832537 51.86276999854613),"55 An Radharc, Douglas, Cork",-8.417479995832537,51.86276999854613,"An Radharc, Maryborough Ridge, Douglas, Cork, County Cork, Munster, T12 D5RC, Éire / Ireland"
POINT (-8.517149999999958 51.879800000000046),Bishopstown,-8.517149999999958,51.879800000000046,"Permanent TSB, Curraheen Road, Bishopstown ED C, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.511880006879522 51.88679001847598),"35 Laburnum Lawn, Cork",-8.511880006879522,51.88679001847598,"The Ridgeway, Bishopstown ED C, Cork, County Cork, Munster, T12 YK23, Éire / Ireland"
POINT (-8.372337065633237 51.87774944861152),"Rochestown Road, Rochestown, Cork",-8.372337065633237,51.87774944861152,"Rochestown Wood House, Rochestown Road, Garryduff, Douglas, Cork, County Cork, Munster, T12 WV08, Éire / Ireland"
POINT (-8.62721982467717 51.88273436463609),"24 Classes Lake, Ballincollig, Cork",-8.62721982467717,51.88273436463609,"The Oaks, Classes Lake, Ovens, Cork, County Cork, Munster, P31 AP58, Éire / Ireland"
POINT (-8.61758997133822 51.88105998182718),"14 Oldcourt, Ballincollig, Cork",-8.61758997133822,51.88105998182718,"Oldcourt, West Village, Ballincollig ED, Cork, County Cork, Munster, P31 VW82, Éire / Ireland"
POINT (-8.507629962874404 51.90368998884395),"48 Hollyville, Cork",-8.507629962874404,51.90368998884395,"Hollyville, Hollyhill, Shanakiel, Cork, County Cork, Munster, T23 N250, Éire / Ireland"
POINT (-8.491119960551686 51.9166600200891),"85 Bride Valley View, Cork",-8.491119960551686,51.9166600200891,"Bride Valley View, Fair Hill C, Cork, County Cork, Munster, T23 PY53, Éire / Ireland"
POINT (-8.43156997507046 51.91228998914002),"31 Byefield Park, Mayfield, Cork",-8.43156997507046,51.91228998914002,"Byefield Park, Mayfield, Montenotte B, Cork, County Cork, Munster, T23 AE78, Éire / Ireland"
POINT (-8.481699958667946 51.898159986314425),"Aras na H-Ollscoile, 10 Sheares Street, Cork",-8.481699958667946,51.898159986314425,"Woolshed Baa & Grill, Sheares Street, The Marsh, Centre B ED, Cork, County Cork, Munster, T12 CX7A, Éire / Ireland"
POINT (-8.454739986199286 51.88953999517929),"Bellair Close, 16 Bellair Estate, Cork",-8.454739986199286,51.88953999517929,"Our Lady Of Lourdes National School, Bellair Estate, Ballinlough ED B, Cork, County Cork, Munster, T12 FK7W, Éire / Ireland"
POINT (-8.457199990962266 51.906919997142126),"9 Mount View Terrace, Cork",-8.457199990962266,51.906919997142126,"9, Ballyhooly Road, Montenotte A, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
